question_set	stu_answer	score_1	score_2	final_score
27	የህዝብ ግንኙነት ባለሙያ ሰፃ የመሆን ስነ ምግባር ሊኖረው ይገባል ስንል ለማንም ሳይወግን ስራውን በትክክልና በታማኝነት  በሃቀኝነት  ለተደራሹ ሊሰራ ይገባል ማለት ነው  የህዝብ ግንኙነት ነፃ መሆን አለበት ድርጅት ለተደራሹም ሳይ ወግን መርችን በትክክል ማድረስ መቻል አለበት ማለት ነው 	2	3	3
27	ነፃ መሆን ስነምግባር ስለሚናገራቸውና ስለሚሰራቸው ስራዎ ሳይሸማቀቅ ሳይፈራ እውነቱን በግልፅ መናገር አለበት ማለት የማያዳላ መሆን አለበት ማለት ነው	3	4	4
27	የህዝብ ግንኙነት ሙያተኛ ነፃ መሆን ሥነ ምግባር ማለት ሀሳቡን በነፃነት ላይ የተመሠረተ እንዲያቀርብ ማለት ነው እንደዚሁም እውነትን  የለመዋሸት  ያለማዳላት  ያለመወገን መረጃውን ለተደራሹ መ ሰብ መደረስ ማለት ነው  የህዝብ ግንኙነት ሙያተኛ መረጃን ለተደራሹ ሲያቀርብ ምንንም አክል ሳፈራ የተገኘውን መረጃ ለተደራሹ መ ሳብ ማስተላለፍ አለበት	3	2	3
27	የህዝብ ግንኙነት ሙያተኞች ነፃ መሆን አለባቸው ሲባል ለቆሙለት ወይም ለወከሉት ድርጅት ወይም ተቋም ያለምንም ማገራገር ራሳቸውን ውስንስባና ግልፀኝነታቸውን ሊያጎላ የሚችል ነገር ውስጥ መግባት የለባቸውም  ሌላው ደግሞ የህዝብ ግንኙነት ሙያለኞች ከማንኛውም አላማቸውን ከሚያደናቅፈውና በራስ መተማመናቸውን ሊቀንስ ከሚችለው ነገር ነፃ መሆን አለባቸው ማለት ነው በተጨማሪም የህዝብ ግንኙነት ነፃ መሆን ባል በሌሎች አካላት ተፅዕኖ ስር ሳይወድቅና በተለያዩ ነገሮች ሳይታለል በራሱ አቋም ህግና ደንቡን ጠብቆ በነፃነት መስራት ማለት ነው 	2	3	3
27	አመራማሪ አወያይና ውስብስብ አቀራረብን አለማዘውተር  ይዘትን ተጨባጭ ማድረግ  ዘመናዊ ወያም ወቅታዊ አገላለፆችን ማዘውተር  ከባድና ትርፍ ቃላትን አለማዘውተር 	0	0	0
27	የህዝብ ግንኙነት ስራ ምንግዜም ቢሆን ያላለቀ እንደ ታደጋ ስራ ነው 	0	1	1
27	ሀቀኝነት  ታማኝነት  አለመዋሸት  ሙያዊ ዕውቀት ይህንን ስነ ምግባር የጠላበሰ መሆን አለበት 	0	0	0
27	በራሱ መተማመንና መልክት ስያስ ተላለፍ አለመሸማቀቅ ለአለባበሱ መጭነቅ የለበትም በማንም ተፅዕኖ ይዳረግብኛ ብሎ ሳይፈራ በእውነት ላይ ተመስርቶ ስራውን መስራት ማለት ነው 	2	1	2
27	አንድ የህዝብ ግንኙነት ሠራተኛ ሳያዳላ ነፃ ሆኖ የሚሠራው ህዝብ ፊት የሚያቀርበው 	2	3	3
27	የሕዝብ ግንኙነት ሞያተኛ ነፃ የሆነ ስነምግባር ይሆናል ሲባል ከማንኛውም ነገር እውነት ላይ መመርኮዝ ያለምንም አድሎ መስራት ለቆመለት ህዝብ መስራት አለበት ማለት ነው  ሀቀኝነት  ታማኝነት  ተጠያቂነት ወዘተ ከሱ ይጠበቃል 	3	2	3
27	ታማኝ መሆን  እነዚህ የተጠቀሱት የሥነ ምግባር መርሆች ሲሆኑ ከዚህ ውስጥ  ሀቀኛ መሆን ጥብቅና መቆም ክህሎት ማዳበር  ነፃ መሆን ፍትሐዊ ነፃ መሆን ማለት ከየትኛውም መንገድ ማለትም አንዱን ወገን ብቻ ከማየትና አድሎ ከመፈፀም ውጭ መሆን አለበት ማለት ነው ጥናትና ምርምር ማካሄድ የናሙና ጥናት ማካሄድ ግብረ መልስ መሰብሰብ ደካማና ጠንካራ ጎን የቱ ነው የሚለውን ለማወቅ የሚረዳ አካሄድ ነው 	3	4	4
27	ነፃ መሆን ሲባል አለመጠራጠር ጋዜጠኛውን አለመጠራጠር የተስተካከለና ፍትሃዊ የሆነ ስራ ለተቋሙ እየሰራ ከሆነ ነፃነት ይሰማዋል  አለመደለል  አለመዋሸት እነዚህ ስነ ምግባሮች ሊኖሩት ይገባል	2	1	2
27	ነፃ መሆን ሲባል በተለያዩ ጥቅማ ጥቅም የማይደለል  ለአንድ ወገን ወጥኖ የማይከራከር ምክንያቱም የህዝብ ግንኙነት ስራው የሁለትዮሽ ወገን ስራ ስለሆነ  በፍፁም መዋሸት ስለሌለበት 	3	2	2
27	ታማኝነት መሆን ይገባቸዋል  ወቅታዊነት  መሆን ይገባቸዋል ሰብአዊነት መሆን ይገባቸዋል ፍታዊነት	0	0	0
27	ነፃ መሆን ሲባል ከተለያዩ ጥቅማ ጥቅም በመገለልና የሚሰሩት ስራ በታማኝነት ለተደራሹ ማኅበረሰብ  ያገለግላሉ ማለት ነው	3	3	3
27	በሚተላለፈው መልዕት ዙሪያ እርግጠኛ መሆንና ሀሳቡ ታአማኒነት ያለው እንዲሆን የሚያደርጋቸውን ሀሳቦ ጠቅልሎ የያዘ ነው  በትክክለኛ መረጃ ላይ የተመሰረቱ መሆን መቻል አለበት	3	2	3
27	የህዝብ ግንኙነት ነፃ የመሆን ሥነ ምግባር አለባቸው ሲባል ከሌላው ሰራተኛ የበለጠ ሥነ ምግባር መኖር አለበት ህዝቡ ከአንድ ሚዲያ ባለሞያ ብዙ ነገር ስነ ምግባር የሚጠይቅ ካልሆነ ስነ ምግባሩ ከማንም የበለጠ መጠበቅ አለበት ምሳሌ ሁሉንም ደንበኛ እኩል ማስተናገድ አለበት  ድርጅቱ ከህዝብ ግንኙነት መጥፎ ስነ ምግባር በፍፁም አይጠበቅም 	2	1	2
27	የህዝብ ግንኙነት በነፃነት የፈለገውን እንዲናገር ያገለግላቸዋል የፈለጉትን ድርጅት የመቆጣጠርና	0	0	0
27	ከሁለም ነፃ መሆን አለበት ከድርጅት ከፖለቲካ ነፃ ሆኖ መሥራት አለበት በፖለቲካ ውስጥ ከገባ የህዝብን ወይም የድርጅትን ችግር አይመለከትም በገንዘብ ሊደለል ይችላል ፖለቲካ ውስጥ ከገባ የህዝብን ችግር የሀገሪቱን ችግር አይመለከትም ስለዚህ ከሁሉም ነፃ መሆን አለበት	3	2	3
27	የህዝብ ግንኙነት ሙያተኞች ነፃ የመሆን ሥነ ምግባር ይገባቸዋል ሲባል ለየትኛውም ለህዝብም ሆነ ለመንግስት መወገን የለበትም ማለት ነው 	1	2	2
27	የሕዝብ ግንኙነት ሙያተኛ ነፃ መሆን ይገባል ሲባል ማንኛውም የበላይ አካላት ተጽዕኖ  ተፅህኖ  ሳይደረግበት ራሱንችሎ በራሱ ተማምኖ የሚፈለግበትን ስራ  ሙያ  መወጣት አለበት	3	2	3
27	ሀቀኝነት ጥብቅና መቆም  ክህሎት ማዳበር ነፃ መሆን	0	0	0
27	የህዝብ ግንኝነት ነፃ መሆን ይገባቸዋል ሲባል  ከማንኛውም አድሎዎ ራሳቸውን አግልለው ለህዝብና ለድርግቱ የቆሙ ናቸው ማለት ነው  ከተለያዩ ሱሶች ማለት ከሲጋራ  ከጫት  ከመጠጥና እዲሁም አስፈላጊ ድርጊቶች ንፃ መሆናችውን ነው	2	3	3
27	የህዝብ ግንኙነት ሙያዎች ነፃሞን አለባቸው ሲባል አድሎ የሌለበት ከሙስና የፀዳ ሊደለሉ የማይችል ለህዝብም  ለተደራሹም ይሁን ድርጅቱ ስምምነት ነፃ በሁነ ግልፀኝነትና ታማኝነት በትምለ መንገድ ስራውን መስራት ማለት ነው	3	2	3
27	የህዝብ ግንኙነት ባለሙያ በሁሉም ነገር ነፃ መሆን ይገባል ሲል ከተለያየ ብልሹ ስነምገባርሮች ነፃ መሆን አለበት ለምሳሌ  ከደባል ሱስ ነፃ መሆን ከወገኝተኝነት  ከሙስና የፀዳ ወዘተ መሆን አለበት	1	0	1
27	የህዝብ ግነኙነት ሙያተኞች ነፃ የመሆን ስነምግባር ሊኖራቸው ይገባል የህዝብ ግንኙነት ሙያተኞች ነፃ የሆነ መንገድ ወይም ነፃ ሁነው ሀሳባቸውን የመግለፅ የመጠራጠር ስሜትን ስራ ለመስራት በሚፈለግበት ጊዜ ከምንም  አይነት አሉታዊ አመለካከት ነፃ ሆነው መስራትንም ይመለከታሉ	4	4	4
27	የህዝብ ግንቡነት ሙያተኛ ነፃ የመሆን ሥነ ምግባር ያስፈልገዋል ከማንኛውም ጥጋኝነትና በራስ በመተማመን አስፈላጊና ግልፅ የሆነ መረጃ መቀበል መቻሉ ለሁሉም ወገን እስከ አገልግሎት የመስጠት በሚያቀብለው መረጃም ወገንተኝነት የተፀባረቀበት በሌላ አባባል አንድ ህዝብ ግንኙነት ሙያተኛ ለድርጅቱ  ለተደራሹ ማህበረሰብ በመስራት ወቅት አድሎአዊ ነፃ መሆን አለበት ለምስሌ ድርጅቱ ለህ ስብ ስለሚሰጥ አገልግሎት ለተደራሹ ማሰብ ማሳወቅ ከዛህ ጋር ተያይዞም ለሁሉም እኩል መስራት አለበትና ከሙስና  ካፖለቲካ  ነፃ የመሆንን ያመለክታሉ	4	4	4
27	ከተለያዩ ከጥቅማጥቅሞች የፅዱ መሆን አለባቸው ለእውነትና ለታማኝነት የቆሙ መሆን አለበት ለሙስና ተገዥ መሆን የለባቸውም ምንም ጊዜ መዋሸት የለባቸውም	3	2	3
27	የሕዝብ ግንኙነት ሙያተኛ ነፃ የመሆን ሥነ ምግባር ሲባል ለማኛውም ነገሮች ማለትም ከፖለቲካ ጉዳዮች የተለያዩ ጥቅማጥቅሞች ከሙስና ከአድር ባይነት እራሱን ነፃ አድርጎ ለሚዲያ ዜናዎችን ማቅረብ አለበት ለማለት ነው 	3	2	3
27	የህዝብ ግንኑነት ባለሙያ ነጻ መሆን ይገባዋል ማለት ከአድርባይነት ከሙስና  ከመጥፎ አመለካከቶች ነፃ በመሆን  ጥርጣሬን በማስወገድ በራስ መተማመን በመሆን ድርጅቱንና ተደራሹን ማ ሰብ ማገልገል አለበት ማለት ነው  በተጨማሪም ጥብቅና መቆም የሚችል መሆን አለበት ማለት ነው 	4	4	4
27	ግቡን ማወቅ መቼየት አንዴት የሚሉትን ጥያቄዎች መመለስ የሚችል መሆን ያለበት ይገባዋል	3	2	3
27	ከድርጅቱ አመራሮች ጫና ሳይደረግባቸው በስነ ምግባሩ መስረት መስረት እዳለባቸው  የድርጅቱን የተቋሙን ህልውና እዲጠብቅ ስለሚያደርጋቸው  ከማንም ጣልቃ ገብነት እንዳይኖርባቸው	2	3	3
27	የህዝብ ግንኙነት ሙተኞች ነፃ የመሆን ስነ ምግባር ሊኖራቸው ይገባል ሲባል የህብረተሰብ ግንኙነት ሙያተኛ ከየትኛውም ድርጅት ነፃና ገለልተኛ ሆኖ የሚሰራ ሲሆን ነፃ  ገለልተኛ እደመሆን መጠን ለማንም ሣይወግን በእውነተኛና በፈታዊነት ላይ የተመሰረተ ሥራ የሚሰራ ሙያተኛ የሕዝብ ግንኙነት ሙያ ሥነ ምግባር ደንቦች ማለትም ጥበቅና መቆም  ክህሎት ማዳበር ማዳበር ነፃ መሆንና ሓቀኝነት ፍታዊነት ወዘተ ሥነ  ምግባሮች ለይ ተንተርሶ የሚሰራ ነው	3	4	4
27	የህዝብ ግንኝነት ሞያተኞች ነፃ የመሆን ሥነ ምግባር ሊኖራቸው ይገባል ሲባል   ለምሳሌ የተለያዩ ዘገባዎችን በመዘገብ በሚወጡበት ወቅት የተለያየ አጋጣሚዎች ሊከሰቱ ስለሚችሉ  ዘገባው እንዳይተላለፍ ሊያደርጉ  የሚችሉ ምክኒያቶች ስለሚኖሩ እነዚህን ሁሉ ተቋቁመው በትክክልና እውነት በሆነ መረጃ ላይ ተንተርሰው ለህዝቡ ማቅረብ ይኖርባቸው ከውሸት  ከአድሎ  ከሙስናና ከመሳሰሉት መቆጠብ አለባቸው የሙያውን ሥነ ምግባር በአጠቃላይ ሟሟላት አለባቸው	3	4	4
27	ትክክለኛ መረጃን መስተላለፍ ለማንኛውም ነገር አለመደለል ለተደራሹ የህዝብ ግንኙነት የቀጥነት መሆን የሚነገረው ሁሉ ሃቀኝነት ክህሎትን ማዳበር ፍትሃዊነትን ያጠቃልላል	3	2	3
27	ወገንተኝነነት ማንፀባረቅ የለባቸውም መልክቱ ያለምንም ጣልቃ ገብነት ማስተላለፍ አለባችው	2	1	2
27	የህዝብ ግኑኝነት ሙየተኛ ነፃ መሆን አለባቸው ሲባል እንደ ህዝብ ግንኙነት በነዚህ ሁኔታጋር አቅናጅቶ ለሕዝቦች ለማድረስ ተሞክሮዋል በዚህ ሁኔታ እደዚህ አይነቶች	0	1	1
27	ጥብቅ መቆም ክህሎችን ማዳበር ታማኝነት ሐቀኝነት ፍትሃዊነት እነዚህ የተጠቀሱትን  ጉዳዮችን በማካተትራሱን ግኑኝነት ሙያተኛ ሥራበሌላ መልኩ ሰነፍ ድርጅታዊ ስራ ጋርሊያያዝ ይችላል ስለዚህ ከእነዚህ ጉዳዮች ራሱን  በማየት ሥራወን መስራት ይገልፃል  	0	1	1
27	ከፖለቲካ ጋር የማይገናኝ የትኛውንም ፖለቲካ መደገፍም የለባቸውም   ለሙስና የተጋለጡ መሆን የለባቸውም በጥቅማ ጥቅም መታለል የለባቸውም በዝምድናና በሌላም መፈተሽ የለባቸውም	2	3	3
28	መለየት ለይቶ ማዘወቅ መገምገም ችግሩ ምን እደሆነ ማወቅ መፍትሄ መስጠት ምላሽመስጠት	0	1	1
28	ስልት ናሙና ጥናት ትንሽ ጥናቶችን አውጥቶ በመበተን ከስ በተገኙ ፍላጎት ጥናት ማድረግ ስልት ጥናትና ምርምር ችግሮችን በመሰብሰብ ከችግሮቹ መነሻ የመፍትሄ አቅጣጫዎችን በጥናትና ምርምር መፈለግ ግብረ መልስ የተለያዩ ስራዎች ነከተሰሩ ቧኃላ ከህዝቡ ህብረ መልስ መሰብሰብ	4	4	4
28	ጥናትና ምረምር ማካሄድ ይህ ሲባል አንድ የህዝን ግንኙነት ባለሙያ ጥናትና ምርምር የሚካሄደው የተቋሙን ጠንካራና ደካማ ጎን ለመፈተሸ ታስቦ ነው የናሙና ጥናት ማድረግ ይ ሲባል ችግሩ በፍጥነት ወደ ሎላ ችግር እዳይዛመድ ለመቆጣጠር የስችላል ግብረ መልስ ማዘጋጀት ይህ ዘዴ በተሰበሰበው መረጃ በጥናትና ምርምር እዲሁም በናሙና ጥናት የተገኘውን መረጃ  የታዩትን ክፍተቶች መሙላት ላይ የተኩራል	4	4	4
28	ግምገማ ለማስሄድ የሚያስችሉ ስልቶች  ምርምር ማካሄድ  ዕቅድ ከመዘጋጀቱ በፊት ችግር ናቸው የሚባሉትን መለየትና በነዛ ጉዳዮች ላይ ጥናትና ምርምር ማካሄድ አለበት  የናሙና ጥናት ማካድ  ይህ ሲባል የተወሰኑ ቡድኖችን ናሙና በመውሰድ የችግሩን አቅጣጫ የሚለይበት ነው ግብረ መልስ መውሰድ  ይህ ሲባል ደግሞ በተነሱት ችግሮ ዙሪያ የጠሰጡ ግብረ መልሶችን በመሰብሰብ ዕቅዱን የሚያዘጋጅበት ሂደት  ስልት ነው   	4	4	4
28	ጥናትና ምርምር ማካሄድ የናሙና ጥናት ማካሄድ ጥናትና ምርምር መካሄድ በሁኔታዎች ግምገማ ከፍተኛሚና አለው ይህም ከአሁን በፊት ምን አይነት ሆኔታ ላይ እድል ተገንዝቦ የተሻለ እቅድ ለማዘጋጀት ወሳኝ ነው  የናሙና ጥናት ማካሄድከአሁን በፊት ያለውን ችግር ወይም ጠንካራና ደካማ ጎን ከተወሰኑ ሰዎች መረጃን በመውሰድ መሻሻል ያለበት ነገር አሻሽሎ የተሸለ እቅድ ለማዘጋጀት ወሳኝ ነው	3	4	4
28	ጥናትና ምርምር ማካሄድ የናሙና ጥናት ማካሄድ ጥናትና ምርምር መካሄድ በሁኔታዎች ግምገማ ከፍተኛሚና አለው ይህም ከአሁን በፊት ምን አይነት ሆኔታ ላይ እድል ተገንዝቦ የተሻለ እቅድ ለማዘጋጀት ወሳኝ ነው  የናሙና ጥናት ማካሄድከአሁን በፊት ያለውን ችግር ወይም ጠንካራና ደካማ ጎን ከተወሰኑ ሰዎች መረጃን በመውሰድ መሻሻል ያለበት ነገር አሻሽሎ የተሸለ እቅድ ለማዘጋጀት ወሳኝ ነው	3	2	3
28	ማቀድ አንድ ስራ ለመስራት መታቀድ እንዳለበት ነው እቅዱን መተግበር ሲባል የታቀደውን እቅድ ወደ ስራ መተግበር ሲሆን ግምገማ ደግሞ የታቀደው አቅድ ምን የህል ተግባራዊ እንደሆነ መፈተሸና ውጤቱን ማወቅ ነው	0	1	1
28	የተከናወኑ ስራዎችን በማየት ነዕቅዱ ጋር ምን ያህል እደተያዙ ለመፈተሸ የሚያስችል የዕቅድ ግምገማ ነው ምን ለመስራት ታቧል ችግሩን ማሳየት በተለዩ ችግሮች ናይ ጥናት ማካሄድና በተመረጡ ጉዳዮች ላይ ማቀድ ሥራውን መፈፀምና ውጤቱን መገምገም ማቀድ	0	0	0
28	ጥናትና ምረውምር ማድረግ ይህንን ተግባር በሁለት አዝማማ ወቅትና የለችግሮችን መለየት ነው   የናሙና ጥናት  ይህንን አሠራር የተወሰኑ ሠዎች ወይም አካላት በመምረጥ በችግሩ የተለየ ወይም የችግሩ ምንነት ወይም መፍትሔ የሚሠጡበት ነው ግብረ መልስ መሠብሠብ  ይህንን ተግባር ከላይ የጠዘረዘሩ ነጥቦችን ተግባራዊ ከተደረጉ በኋላ ምን አይነት ለውጥ መጣ ወይም ምን የተሸለ ነገርተገ ተገኘ በሚሉት ጠሠራቸው ተግባራትን ግብረ መልሱን በመጠቀም ሥራችንን የምንገመገምበት መንገድ ነው 	4	3	4
28	ምርመራ  ስለሁኔታ እውነትን ማረጋገጥ ማለት ነው  ቃለ መጠይቅ  ስለ ደረሰው ነገር ጠይቆ ሀሳብን  የተገኘውን  ውጤት  መገምገም መስረዳትና ከተለያዩ አካላት በመነጋገር ነገሮችን  መረጃዎን  ማሰባሰብ የተገኘውን ውጤት መልስ እውነታውን ለማረጋገጥ እንደገና እንገመግመዋለን 	0	0	0
28	መፃፍ ማንኛው የህዝብ ግንኙነት ሙያተኛ የፅሑፍ ችሎታውን መድረስ አለበት  ማስተዋወቅ የጠቋሙን ምርት ለውጥ ለወጉ ማስተዋወቅ መማክር የመንግስት አካል ምክር መስጠትና መቀበል ምርምርና ጥናት ማካሄድ ደካማና ጠንካራ ጎኖችን መለየት ከኢንቨስተሮች ጋር መናኘት ገቢ መሰብሰብ	0	1	1
28	ብቁ ስትራቴጅ መንደፍ ማለት ስራ በምን መልኩና በምን ስትራቴጅ መሰራት እንዳለበት ብቁ ስትራቴጅ መንደፍ ያስፈልጋል የጊዜ ሰሌዳ ማዘጋጀት ለምንሰራው ስራ ለእያንዳንዱ ተግባራት ጊዜን አካፋፍለን ማስቀመጥ ያስፈልጋል ለስራው የሚያስፈልገውን በጀት ማዘጋጀት መያዝ  ለስራ ማስኬጃ የሚሆን ገንዘብ መያዝን ያመለከታል 	0	0	0
28	ታማኝነት ነፃነት ፍትዊነት ክዕሎት መዳበር ሀቀኝነት ጥብቅ መቆም	0	0	0
28	የተለየ የጊዜ ገደብ ያለው ተጨባጭነት ያለው ሊደረስበት የሚችል	0	0	0
28	የተደራሹን አስተያየት መቀበል በዛላይ ተመስርቶ የእቅድን ግቢ መገምገም	0	1	1
28	አንዲት ስራው እንደተሰናዳና በጥሩ ሁኔታ ሥራው መሰራቱንና የጠፈለገውን ግብ መድረሱን በማየት ገምግሞ ያሳየውን ለውጥን መስተሳስል ያለበትን እንዲያስተካክል የሚደረግ ነው 	0	1	1
28	የተሰጠነጥብ ጥናትና ምርምር ማካሄድ  የናሙና ጥናት ማካሄድግብረ መልስ መሰብሰብ ደካማና ጠንካራ ጎን የቱ ነው የሚለውን ለማወቅ የሚረዳ አካሄድ ነው 	2	1	2
28	ጥናትና ምርምር ዕቅዱን ለማሳካት የሚረዳ ጥናትና ምርምር ማድረግ  የናሙና ጥናት  የተወሠኑ ናሙናዎን በመምረጥ ጥናት ማድረግ  ግብረመልስ  ውጤታማ መሆኑንና ያለመሆኑን በግብረ መልስ መገምገም	4	4	4
28	የጊዜ ገደብ መጠናቀቁን  ተጨባጭነት ያለው ስለመሆኑ የገመገማል  ለዳረስበት ከተደራሹ መድረሱን	0	1	1
28	ሁኔታዎችን ግምገማ ማካሄድ ለስራ የሚሆን ባጀት ማስቀመጥ  መግኘት  ብቁ ስልቶችን መገደፍ የእቅድ ግቦችን መወሰን	0	1	1
28	የሁኔታዎ ግምገማ ሲባል አጠቃላይ በማህበረሰቡ ዙሪያም ይሁን በተቋሙ ዙሪያ ያለውን ሁኔታዎ  መጠንን የሚጠይቅ ነው  በዚህም የተነሳ የሁኔታዎ ስልት ማሳወቅ  ያለውን ሂደት ግልፅ ምድረግ ማሳመን  ከሁሉም ባለድርሻ አካላት ጋር ውይይት ማድረግና ወደ ተግባር መግባት ሥራው በትክክል መሰራቱን ያመለክታል 	1	0	1
28	የሁኔታ ግምገማ በተደረገበት ሁኔታ ውስጥ ማድረግ መሆን አለበት የሁኔታ ግምገማ እንደ ነገር እንደ አፍፃፀሙ መገምገም አለበት	0	1	1
28	ያዕቅድ ዝግጅት ግቦቹ በሶስት ዋና ዋና ነጥቦች እናያለን የግዜ ገደብ መኖር አለበት አንድን ዜና ስናቀርብ ሊደርስበት የሚገባቸው ነገሮችን ከግብ ማድረስ እንደለበት ነው  ሥራዎን የመገምገም ጥራት ያለው መልዕክት ለተደታሹ ማቅረብ ተጨባጭ የሆኑ ነጥቦችን እያለያየን ማቅረብ ለአድማጩ ወይ ለአንባቢው ማድረስ ነው 	0	1	1
28	ሁነታቸውን ማወቅ ማቀድእና ዕቅድን መፈፀም	0	1	1
28	የሚዲያዎች አድራሻ	0	1	1
28	ቀና ገደብ መስጠት ምንም ያለመዋሸት	0	0	0
28	ማሳወቅ  ማሳመን ማስተባበር	0	0	0
28	ጥናትና ምርምር ማድረግ የህዝብ ግንኙነት ሥራውን ከመስራቱ ወደ ስራ ከመግባቱ በፊት ሊሰራ ከፈለገውን ጉዳይ ጥናጥና ምርምር ማድረግ አለበት የናሙና ጥናት ልሰራ የፈለገውን ነገር ከመስራቱ በፊት ስለ መጥቅሙና ጉዳቱ ናሙና ጥናት ማድረግ የስፈልጋል  ግብረ መልስ ማድረግ የናሙና ጥራት ስናደርግ በጥናቱ ለይ ስላለው ሁኔታ ለሚመለከተው  መረጃ ሲሰጠን ግብረ መልስ መስጠት	4	4	4
28	ጥናትና ምርምር ማካሄድ ጥናት ማድረግ ክብር ለራስ መስጠት የሁኔታዎች ግምገማ ማካሄድ ጥናት ማደረግ የግድ ይላል  የተለያዩ ጥናትና ምርምሮችን መስራት ግብረ መልሱን መገምገም ማለት	3	2	3
28	ምን ጊዜም ዕቅድ ማዘጋጀት መገንዘብ የዕቅድ እለትን መወሰን የግዜ ገደብ መኖር ያስፈልጋል የዕቅድ መፈፀሚያ በጀት ማዘጋጀት	0	1	1
28	ጥናታዊ ምርምር ማድረግ ይህ ሲባል የሁኔታዎች ግምገማ በምናደርግበት ጊዜ ችግሮችን በመለየት ለቀጣይ ስራችን የተሻለ ዕቅድ እንድናቅድ መንገድ የሚዲያ ፍንጭ ይሰጣል የናሙና ጥናት ማድረግ ይህ ደግሞ ለሁኔታዎች ግምገማ ፍንጭ ይሰጥ ዘንድ የአስሳ ጥናት መድረጊያ ነው ግብር መልስ መስጠት ይህ የሁኔታዎችን ግምገማ ካደረገ በኃላ የአፈፃፀሙን ድክመትና ጥንካሬ የምናሳይበት ነው	4	4	4
28	አንድነታቸው  የፕሬ የህዝብ ግንኙነት ሙያተኛ በተቋሙ ሊሰራቸው ስለሰባቸው ተግባራት ማቀድ የመጀመሪያውን ነገር ዕቅዱን ማስፈፀም በእቅዱ መሰረት የታቀደውን በማስፈፀም መተግበር መሰሄድ  አፈፃፀሙን መገምገምና ለቀጣይ ማቀድ ይህ ማለት ደግሞ ደካማና ጠንካራ ጎኑን በመለየት ልደፊት መሻሻል ያለባቸውን ለይተው ማስቀመጥ  መልሶ ማቀድ ሲሆን ይችላል 	3	4	4
28	አንድን ዕቅድ ከታቀደ በኋላ ወደ ተግባር ይገባል ወደ ተግባር ከተገባ በኋላ እቅዱ በትክክል ግብ መምታቱና አለመምታቱ ግቡ መሳካቱና አለመሳካቱ በየጊዜው መገምገም አለበት ዕቅድ ካልተሣካ ወይም ግብ ካልደረሰ እንዲገና መፈተሸ እና መታየት አለበት	0	1	1
28	ግቡን ማወቅ መቼየት አንዴት የሚሉትን ጥያቄዎች መመለስ የሚችል መሆን ያለበት ይገባዋል	0	0	0
28	መረጃ ማሰባሰብ  ሁሉንም ባለሙየዎችና ሰራተኞች በሁኔታ ግምገማው ወቅት መሳተፍ መሆኑን ማረጋገጥ	0	1	1
28	የሁኔታ ግምገማ ለማካሄድ  ጥናትና ምርምር ማካሄድ የናሙና ጥናት ማካሄድ ግብር መልስ መድብልና ዕቅድ ማቀድ የሁኔታ ግምገማ በሁለት ክፍለን ማየት እንችላለን እነሱም የቆየ ሁኔታ ግመገማ  በነበር በዓለት ጊዜ የሚደረግ የቅርብ ጊዜየሁኔታ ግምገማ በባዝርና በለቅሶ ወዘተ ጊዜ የሚደረግ	4	4	4
28	በመጀመርያ ለመስራት ስለተቆየው ሥራ ዕቅድ የዘጋጃል በዕቀዱ መሰረት ወደ ስራ ይገባል ስራው በወቅቱና በጊዜው ከተጠናቀቀ በኃላ  በተሰጠው የጊዜ ገደብ  የታቀደለት ዓላማ ምን የህል ከግብ እደደረሰና እንዳልደረሰ የሚታወቅበት የመጨረሻው ሂደት ግምገማ ነው	0	1	1
28	ቀነ ገደብ አለመኖር ታኝነት ሃቀኝነት	0	0	0
28	የራስ ስራ እራስ መገምገም ስተቶች በድጋሚ እራሳችን ፈልገን የምናገኘው  የቃለት  ዐነገርሮች ስተቶች በድጋሚ እራሳችን መልክት ነው ሌሎች ሰዎችን እዲመለከቱ እድል መስጠት	0	1	1
28	የተለያዩ  ምድ ያዎች ላይ ያለውንና አመለካከት እንደ ህዝብ ግኑኝነት ባለሙያ በመጠቀም እደሁኔታ አንዱን አንዱ እየደገፈ በመስራት ላይ ይቀናዋል በዚህ የተነሳ ሰዎች እንደ ሀሳቦች ሁሉም የየራሱነን ማዘጋጀት አለበት እደህዝብ ግንኑነት እንደ ማህበረሰብ የሚሰራ ይገባል እንዳለ	0	1	1
28	የሑኔታዎች ግምገማ ሲካሄድ መቼ ማከሄድ ያለበትን ጊዜ መወሰን የት ቦታህን ለመገምገም የሚመቸውንና ግምገማው የሙካሄድበት ቦታ መምረጥ በጀቱ  ምን ያህል በጀት   ገንዘብ  እንደሚያስፈልግ መመደብ በማን በማን  በኩል ቢካሄድ ውጤታማ ይሆናል   የሚለውን መለየት	1	2	2
28	የጥናቱን ናሙና ማየት የምርምር ጥናት ማካሄድ የታ መስራት የታቀደውን መስራት የተሰራውን ግምገማ ወደ ቀጣዩ ማለፍ	3	4	4
28	ሁኔታዎችን በመገምገም ለቀጣዩ ስራ መዘጋጀትና እቅድንየምንከተላቸው ስልቶችሊደርስበት የሚችል ሁኔታዎችን ገምግሞ የጠራ መረጃ ማግኘት ሊደርስበት የሚችል የጠራ መረጃ ማግኘት ሊደርስበት የሚችል የጠራ መረጃ እንድነገኝ ምርምርና ጥናት   ማካሄድ ተጨባጭነት ያለው	2	2	2
